chunk_strategy,search_method,reranker,filter_mode,top_k,document_count,chunk_count,index_build_time_ms,query_count,mean_precision_at_k,mean_recall_at_k,mrr,mean_ndcg_at_k,mean_search_time_ms,product_confusion_count,version_mismatch_count
heading,bm25,none,none,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.03944999480154365,0,0
heading,bm25,none,product,1,2,8,0.31239999225363135,2,1.0,1.0,1.0,1.0,0.04199998511467129,0,0
heading,bm25,none,product,3,2,8,0.31239999225363135,2,0.3333333333333333,1.0,1.0,1.0,0.04199998511467129,0,0
heading,bm25,none,product,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.04199998511467129,0,0
heading,bm25,none,product_and_version,1,2,8,0.31239999225363135,2,1.0,1.0,1.0,1.0,0.03805001324508339,0,0
heading,bm25,none,product_and_version,3,2,8,0.31239999225363135,2,0.3333333333333333,1.0,1.0,1.0,0.03805001324508339,0,0
heading,bm25,none,product_and_version,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.03805001324508339,0,0
heading,bm25,lexical,none,1,2,8,0.31239999225363135,2,1.0,1.0,1.0,1.0,0.16754999523982406,0,0
heading,bm25,lexical,none,3,2,8,0.31239999225363135,2,0.3333333333333333,1.0,1.0,1.0,0.16754999523982406,0,0
heading,bm25,lexical,none,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.16754999523982406,0,0
heading,bm25,lexical,product,1,2,8,0.31239999225363135,2,1.0,1.0,1.0,1.0,0.2532499929657206,0,0
heading,bm25,lexical,product,3,2,8,0.31239999225363135,2,0.3333333333333333,1.0,1.0,1.0,0.2532499929657206,0,0
heading,bm25,lexical,product,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.2532499929657206,0,0
heading,bm25,lexical,product_and_version,1,2,8,0.31239999225363135,2,1.0,1.0,1.0,1.0,0.16719999257475138,0,0
heading,bm25,lexical,product_and_version,3,2,8,0.31239999225363135,2,0.3333333333333333,1.0,1.0,1.0,0.16719999257475138,0,0
heading,bm25,lexical,product_and_version,5,2,8,0.31239999225363135,2,0.2,1.0,1.0,1.0,0.16719999257475138,0,0
heading,hash_embedding,none,none,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.26280000747647136,0,0
heading,hash_embedding,none,none,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.26280000747647136,2,2
heading,hash_embedding,none,none,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.26280000747647136,2,2
heading,hash_embedding,none,product,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.22465000802185386,0,0
heading,hash_embedding,none,product,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.22465000802185386,0,0
heading,hash_embedding,none,product,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.22465000802185386,0,0
heading,hash_embedding,none,product_and_version,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.18130001262761652,0,0
heading,hash_embedding,none,product_and_version,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.18130001262761652,0,0
heading,hash_embedding,none,product_and_version,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.18130001262761652,0,0
heading,hash_embedding,lexical,none,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.39280000783037394,0,0
heading,hash_embedding,lexical,none,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.39280000783037394,2,2
heading,hash_embedding,lexical,none,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.39280000783037394,2,2
heading,hash_embedding,lexical,product,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.258850006503053,0,0
heading,hash_embedding,lexical,product,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.258850006503053,0,0
heading,hash_embedding,lexical,product,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.258850006503053,0,0
heading,hash_embedding,lexical,product_and_version,1,2,8,0.9762000117916614,2,1.0,1.0,1.0,1.0,0.2459499955875799,0,0
heading,hash_embedding,lexical,product_and_version,3,2,8,0.9762000117916614,2,0.3333333333333333,1.0,1.0,1.0,0.2459499955875799,0,0
heading,hash_embedding,lexical,product_and_version,5,2,8,0.9762000117916614,2,0.2,1.0,1.0,1.0,0.2459499955875799,0,0
heading,hybrid,none,none,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,0.7305500039365143,0,0
heading,hybrid,none,none,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,0.7305500039365143,2,2
heading,hybrid,none,none,5,2,8,1.719699997920543,2,0.2,1.0,1.0,1.0,0.7305500039365143,2,2
heading,hybrid,none,product,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,0.2889000024879351,0,0
heading,hybrid,none,product,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,0.2889000024879351,0,0
heading,hybrid,none,product,5,2,8,1.719699997920543,2,0.2,1.0,1.0,1.0,0.2889000024879351,0,0
heading,hybrid,none,product_and_version,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,0.3684999974211678,0,0
heading,hybrid,none,product_and_version,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,0.3684999974211678,0,0
heading,hybrid,none,product_and_version,5,2,8,1.719699997920543,2,0.2,1.0,1.0,1.0,0.3684999974211678,0,0
heading,hybrid,lexical,none,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,0.859950014273636,0,0
heading,hybrid,lexical,none,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,0.859950014273636,2,2
heading,hybrid,lexical,none,5,2,8,1.719699997920543,2,0.2,1.0,1.0,1.0,0.859950014273636,2,2
heading,hybrid,lexical,product,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,0.5769999843323603,0,0
heading,hybrid,lexical,product,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,0.5769999843323603,0,0
heading,hybrid,lexical,product,5,2,8,1.719699997920543,2,0.2,1.0,1.0,1.0,0.5769999843323603,0,0
heading,hybrid,lexical,product_and_version,1,2,8,1.719699997920543,2,1.0,1.0,1.0,1.0,1.1818999919341877,0,0
heading,hybrid,lexical,product_and_version,3,2,8,1.719699997920543,2,0.3333333333333333,1.0,1.0,1.0,1.1818999919341877,0,0
